internal_id,resource_key,set_label,collector_label,japanese_name,official_english_name,status,mapping_source,name_text_id,list_index_name
411,9_39,DM-09,39,コズミック・ウイング,Cosmic Wing,printed_english_name_mapped,Dueparture overseas correspondence table,1438,972
412,9_40,DM-09,40,テンタクル・クラスター,Tentacle Cluster,printed_english_name_mapped,Dueparture overseas correspondence table,1441,975
413,9_41,DM-09,41,スカウト・クラスター,Scout Cluster,printed_english_name_mapped,Dueparture overseas correspondence table,1445,979
414,9_42,DM-09,42,フェアリー・キャンドル,Kelp Candle,printed_english_name_mapped,Dueparture overseas correspondence table,1449,983
415,9_43,DM-09,43,サイバー・トンネル,Impossible Tunnel,printed_english_name_mapped,Dueparture overseas correspondence table,1453,987
416,9_44,DM-09,44,墓堀怪人アシッドフィスト,"Acid Reflux, the Fleshboiler",printed_english_name_mapped,Dueparture overseas correspondence table,1456,990
417,9_45,DM-09,45,悪戯人形ハロ,"Trixo, Wicked Doll",printed_english_name_mapped,Dueparture overseas correspondence table,1460,994
418,9_46,DM-09,46,暗闇に潜む者バット・ドクター,"Bat Doctor, Shadow of Undeath",printed_english_name_mapped,Dueparture overseas correspondence table,1464,998
419,9_47,DM-09,47,ゾンビ・カーニバル,Zombie Carnival,printed_english_name_mapped,Dueparture overseas correspondence table,1468,1002
420,9_48,DM-09,48,マウントザウルス,Quakesaur,printed_english_name_mapped,Dueparture overseas correspondence table,1471,1005
421,9_49,DM-09,49,蒸神兵カイン,Steam Rumbler Kain,printed_english_name_mapped,Dueparture overseas correspondence table,1475,1009
422,9_50,DM-09,50,鳥神兵クウザ,Aerodactyl Kooza,printed_english_name_mapped,Dueparture overseas correspondence table,1479,1013
423,9_51,DM-09,51,フル・コマンド,Relentless Blitz,printed_english_name_mapped,Dueparture overseas correspondence table,1483,1017
424,9_52,DM-09,52,警護するソリッド・ホーン,Solid Horn,printed_english_name_mapped,Dueparture overseas correspondence table,1486,1020
425,9_53,DM-09,53,ウィップ・スコーピオン,Whip Scorpion,printed_english_name_mapped,Dueparture overseas correspondence table,1490,1024
426,9_54,DM-09,54,誕生の祈,Cavern Raider,printed_english_name_mapped,Dueparture overseas correspondence table,1494,1028
427,9_55,DM-09,55,強欲の開拓,Dance of the Sproutlings,printed_english_name_mapped,Dueparture overseas correspondence table,1498,1032
428,9_S1,DM-09,S1,光器ペトローバ,"Petrova, Channeler of Suns",printed_english_name_mapped,Dueparture overseas correspondence table,1501,1035
429,9_S2,DM-09,S2,アクア・マスター,Aqua Master,printed_english_name_mapped,Dueparture overseas correspondence table,1505,1039
430,9_S3,DM-09,S3,呪縛の剣豪バロスト,"Stallob, the Lifequasher",printed_english_name_mapped,Dueparture overseas correspondence table,1509,1043
431,9_S4,DM-09,S4,紅神龍オグリストヴァル,Magmadragon Ogrist Vhal,printed_english_name_mapped,Dueparture overseas correspondence table,1513,1047
432,9_S5,DM-09,S5,驚天の超人,Stratosphere Giant,printed_english_name_mapped,Dueparture overseas correspondence table,1516,1050
433,10_1,DM-10,1,雷珠の求道者ラ・バルザ,"Balza, Seeker of Hyperpearls",printed_english_name_mapped,Dueparture overseas correspondence table,1520,1054
434,10_2,DM-10,2,光器リュドミーラ,"Ryudmila, Channeler of Suns",printed_english_name_mapped,Dueparture overseas correspondence table,1524,1058
435,10_3,DM-10,3,キング・オクアノス,King Oquanos,printed_english_name_mapped,Dueparture overseas correspondence table,1527,1061
436,10_4,DM-10,4,災厄秘宝ゲジラ,"Kejila, the Hidden Horror",printed_english_name_mapped,DM-10 OCG gallery / exact Japanese card identity,1531,1065
437,10_5,DM-10,5,冥府の覇者ガジラビュート,"Gajirabute, Vile Centurion",printed_english_name_mapped,DM-10 OCG/Japanese official card data / exact identity,1534,1068
438,10_6,DM-10,6,ガウレザル・ドラゴン,Gaulezal Dragon,printed_english_name_mapped,Dueparture overseas correspondence table,1538,1072
439,10_7,DM-10,7,天動の化身,Carnival Totem,printed_english_name_mapped,Dueparture overseas correspondence table,1542,1076
440,10_8,DM-10,8,覚醒のタンザナイト,"Tanzanyte, the Awakener",printed_english_name_mapped,Dueparture overseas correspondence table,1545,1079
441,10_9,DM-10,9,無双竜機ボルバルザーク,"Bombazar, Dragon of Destiny",printed_english_name_mapped,Dueparture overseas correspondence table,1548,1082
442,10_10,DM-10,10,霊光の化身,Techno Totem,printed_english_name_mapped,Dueparture overseas correspondence table,1551,1085
443,10_11,DM-10,11,聖天使グライス・メジキューラ,"Glais Mejicula, the Extreme",printed_english_name_mapped,Dueparture overseas correspondence table,1554,1088
444,10_12,DM-10,12,粛清者ポルタレスタ,"Poltalester, the Spydroid",printed_english_name_mapped,Dueparture overseas correspondence table,1558,1092
445,10_13,DM-10,13,粛清者アイザク,"Ikaz, the Spydroid",printed_english_name_mapped,Dueparture overseas correspondence table,1562,1096
446,10_14,DM-10,14,曙の守護者パラ・オーレシス,"Pala Olesis, Morning Guardian",printed_english_name_mapped,Dueparture overseas correspondence table,1566,1100
447,10_15,DM-10,15,緊急再誕,Rapid Reincarnation,printed_english_name_mapped,Dueparture overseas correspondence table,1570,1104
448,10_16,DM-10,16,バトル・コロシアム,Static Warp,printed_english_name_mapped,Dueparture exact Japanese identity,1572,1106
449,10_17,DM-10,17,クリスタル・ブレイダー,Crystal Spinslicer,printed_english_name_mapped,Dueparture/Fandom exact Japanese identity,1575,1109
450,10_18,DM-10,18,サイレント・マジシャン,Mystic Magician,printed_english_name_mapped,Dueparture exact Japanese identity,1579,1113
451,10_19,DM-10,19,パルタン,Zaltan,printed_english_name_mapped,Dueparture/Fandom exact Japanese identity,1583,1117
452,10_20,DM-10,20,トリック・クラッカー,Charge Whipper,printed_english_name_mapped,Dueparture/TCG Republic exact Japanese identity,1587,1121
453,10_21,DM-10,21,転生プログラム,Transmogrify,printed_english_name_mapped,Dueparture exact Japanese identity,1590,1124
454,10_22,DM-10,22,邪悪の魔黒デビル・マーシャル,"Zero Nemesis, Shadow of Panic",printed_english_name_mapped,Dueparture/Fandom exact Japanese identity,1592,1126
455,10_23,DM-10,23,妖舞皇女ユリア,"Uliya, the Entrancer",printed_english_name_mapped,Dueparture exact Japanese identity,1596,1130
456,10_24,DM-10,24,ギガンデュラ,Gigandura,printed_english_name_mapped,Dueparture exact Japanese identity,1600,1134
457,10_25,DM-10,25,困惑の影トラブル・アルケミスト,"Spark Chemist, Shadow of Whim",printed_english_name_mapped,Dueparture exact Japanese identity,1604,1138
458,10_26,DM-10,26,魔天降臨,Upheaval,printed_english_name_mapped,Dueparture exact Japanese identity,1608,1142
459,10_27,DM-10,27,機神装甲ガンダヴァル,Armored Raider Gandaval,printed_english_name_mapped,Dueparture exact Japanese identity,1610,1144
460,10_28,DM-10,28,テンペストザウルス,Hurlosaur,printed_english_name_mapped,Dueparture/Fandom exact Japanese identity,1614,1148
461,10_29,DM-10,29,バーンメルト・リザード,Burnwisp Lizard,printed_english_name_mapped,Dueparture exact Japanese identity,1618,1152
462,10_30,DM-10,30,マインロード・ワイバーン,Minelord Skyterror,printed_english_name_mapped,Dueparture exact Japanese identity,1622,1156
463,10_31,DM-10,31,砕神兵ガッツンダー,Smash Warrior Stagrandu,printed_english_name_mapped,Dueparture exact Japanese identity,1626,1160
464,10_32,DM-10,32,大勇者「鎖風車」,"Earth Ripper, Talon of Rage",printed_english_name_mapped,Dueparture exact Japanese identity,1630,1164
465,10_33,DM-10,33,緑神龍クスダルフ,Terradragon Cusdalf,printed_english_name_mapped,Dueparture/Fandom exact Japanese identity,1634,1168
466,10_34,DM-10,34,エコロバルーン・ビートル,Bubble Scarab,printed_english_name_mapped,Dueparture/Fandom exact Japanese identity,1638,1172
467,10_35,DM-10,35,シャーマン・ブロッコリー,Shaman Broccoli,printed_english_name_mapped,Dueparture exact Japanese identity,1642,1176
468,10_36,DM-10,36,母なる大地,Soulswap,printed_english_name_mapped,Dueparture/Fandom exact Japanese identity,1646,1180
469,10_37,DM-10,37,アクア・リバイバー,Aqua Skydiver,printed_english_name_mapped,Dueparture/Fandom exact Japanese identity,1648,1182
470,10_38,DM-10,38,冷徹のソーダライト,"Soderlight, the Cold Blade",printed_english_name_mapped,Dueparture exact Japanese identity,1652,1186
471,10_39,DM-10,39,腐敗勇騎ドルマークス,"Dolmarks, the Shadow Warrior",printed_english_name_mapped,Dueparture exact Japanese identity,1655,1189
472,10_40,DM-10,40,反発のタグタップ,"Tagtapp, the Retaliator",printed_english_name_mapped,Dueparture exact Japanese identity,1658,1192
473,10_41,DM-10,41,霊峰の守護者ルキア・レックス,"Lukia Lex, Pinnacle Guardian",printed_english_name_mapped,Dueparture exact Japanese identity,1662,1196
474,10_42,DM-10,42,光器ベロチカ,"Berochika, Channeler of Suns",printed_english_name_mapped,Dueparture exact Japanese identity,1666,1200
475,10_43,DM-10,43,粛清者ブルグラフ,"Bulgluf, the Spydroid",printed_english_name_mapped,Dueparture exact Japanese identity,1670,1204
476,10_44,DM-10,44,祝福の伝道師クレアル,"Clearlo, Grace Enforcer",printed_english_name_mapped,Dueparture exact Japanese identity,1674,1208
477,10_45,DM-10,45,ルナ・ウイング,Pinpoint Lunatron,printed_english_name_mapped,Dueparture overseas correspondence table,1678,1212
478,10_46,DM-10,46,ハーミット・フィッシュ,Buoyant Blowfish,printed_english_name_mapped,Dueparture overseas correspondence table,1682,1216
479,10_47,DM-10,47,ルナ・イーグル,Ardent Lunatron,printed_english_name_mapped,Dueparture overseas correspondence table,1686,1220
480,10_48,DM-10,48,セイレーン・コンチェルト,Siren Concerto,printed_english_name_mapped,Dueparture overseas correspondence table,1689,1223
481,10_49,DM-10,49,衰弱秘宝デッドリーン,"Dedreen, the Hidden Corrupter",printed_english_name_mapped,Dueparture overseas correspondence table,1692,1226
482,10_50,DM-10,50,ポゼスト・マフラー,Spinal Parasite,printed_english_name_mapped,Dueparture overseas correspondence table,1696,1230
483,10_51,DM-10,51,ギガメンテ,Gigamente,printed_english_name_mapped,Dueparture overseas correspondence table,1700,1234
484,10_52,DM-10,52,死劇人形ピエール,"Pierr, Psycho Doll",printed_english_name_mapped,Dueparture overseas correspondence table,1704,1238
485,10_53,DM-10,53,バトルトラップ・ワイバーン,Taunting Skyterror,printed_english_name_mapped,Dueparture overseas correspondence table,1707,1241
486,10_54,DM-10,54,爆神兵ザルメス,Explosive Trooper Zalmez,printed_english_name_mapped,Dueparture overseas correspondence table,1711,1245
487,10_55,DM-10,55,ボーグのリボルバー,Vorg's Engine,printed_english_name_mapped,Dueparture overseas correspondence table,1715,1249
488,10_56,DM-10,56,スクランブル・ブースター,Supersonic Jet Pack,printed_english_name_mapped,Dueparture overseas correspondence table,1719,1253
489,10_57,DM-10,57,襲撃するサベージ・ホーン,"Twitch Horn, the Aggressor",printed_english_name_mapped,Dueparture overseas correspondence table,1722,1256
490,10_58,DM-10,58,賢察するエンシェント・ホーン,"Ancient Horn, the Watcher",printed_english_name_mapped,Dueparture overseas correspondence table,1726,1260
491,10_59,DM-10,59,ハナサキエリンギ,Sporeblast Erengi,printed_english_name_mapped,Dueparture overseas correspondence table,1730,1264
492,10_60,DM-10,60,マッスル・ポテト,Karate Potato,printed_english_name_mapped,Dueparture overseas correspondence table,1733,1267
493,10_61,DM-10,61,電脳聖者エストール,"Estol, Vizier of Aqua",printed_english_name_mapped,Dueparture overseas correspondence table,1737,1271
494,10_62,DM-10,62,電脳聖者タージマル,"Tajimal, Vizier of Aqua",printed_english_name_mapped,Dueparture overseas correspondence table,1741,1275
495,10_63,DM-10,63,腐敗電脳アクアポインター,"Pointa, the Aqua Shadow",printed_english_name_mapped,Dueparture overseas correspondence table,1745,1279
496,10_64,DM-10,64,腐敗電脳メルニア,"Melnia, the Aqua Shadow",printed_english_name_mapped,Dueparture overseas correspondence table,1749,1283
497,10_65,DM-10,65,腐敗勇騎ガレック,"Galek, the Shadow Warrior",printed_english_name_mapped,Dueparture overseas correspondence table,1753,1287
498,10_66,DM-10,66,不屈のウレックス,"Ulex, the Dauntless",printed_english_name_mapped,Dueparture overseas correspondence table,1756,1290
499,10_67,DM-10,67,無頼勇騎ウインドアックス,"Wind Axe, the Warrior Savage",printed_english_name_mapped,Dueparture overseas correspondence table,1760,1294
500,10_68,DM-10,68,無頼勇騎ゴンタ,"Gonta, the Warrior Savage",printed_english_name_mapped,Dueparture overseas correspondence table,1763,1297
501,10_69,DM-10,69,無頼聖者スカイソード,"Skysword, the Savage Vizier",printed_english_name_mapped,Dueparture overseas correspondence table,1767,1301
502,10_70,DM-10,70,無頼聖者サンフィスト,"Sanfist, the Savage Vizier",printed_english_name_mapped,Dueparture overseas correspondence table,1771,1305
503,10_71,DM-10,71,滅罪の使徒レミーラ,"Lemik, Vizier of Thought",printed_english_name_mapped,Dueparture overseas correspondence table,1775,1309
504,10_72,DM-10,72,粛清者リンダホフ,"Flohdani, the Spydroid",printed_english_name_mapped,Dueparture overseas correspondence table,1779,1313
505,10_73,DM-10,73,予言者カエミラ,"Kaemira, the Oracle",printed_english_name_mapped,Dueparture overseas correspondence table,1783,1317
506,10_74,DM-10,74,雲海の守護者メッサ・バーナ,"Messa Bahna, Expanse Guardian",printed_english_name_mapped,Dueparture overseas correspondence table,1787,1321
507,10_75,DM-10,75,聖騎士メタルサターン,"Ferrosaturn, Spectral Knight",printed_english_name_mapped,Dueparture overseas correspondence table,1791,1325
508,10_76,DM-10,76,予言者クルト,"Tulk, the Oracle",printed_english_name_mapped,Dueparture overseas correspondence table,1795,1329
509,10_77,DM-10,77,ロジック・キューブ,Logic Cube,printed_english_name_mapped,Dueparture overseas correspondence table,1798,1332
510,10_78,DM-10,78,ソーラー・レイ,Solar Ray,printed_english_name_mapped,Dueparture overseas correspondence table,1800,1334
511,10_79,DM-10,79,エレキチューブ・マンタ,Fluorogill Manta,printed_english_name_mapped,Dueparture overseas correspondence table,1803,1337
512,10_80,DM-10,80,ミルポロ,Milporo,printed_english_name_mapped,Dueparture overseas correspondence table,1807,1341
513,10_81,DM-10,81,パールチェーン・バトラー,Tide Patroller,printed_english_name_mapped,Dueparture overseas correspondence table,1811,1345
514,10_82,DM-10,82,バッテリーヘッド・クラスター,Battery Cluster,printed_english_name_mapped,Dueparture overseas correspondence table,1815,1349
515,10_83,DM-10,83,トーピード・クラスター,Torpedo Cluster,printed_english_name_mapped,Dueparture overseas correspondence table,1819,1353
516,10_84,DM-10,84,アクア・アナライザー,Aqua Strummer,printed_english_name_mapped,Dueparture overseas correspondence table,1823,1357
517,10_85,DM-10,85,スパイラル・ゲート,Spiral Gate,printed_english_name_mapped,Dueparture overseas correspondence table,1827,1361
518,10_86,DM-10,86,マインド・サーチ,Recon Operation,printed_english_name_mapped,Dueparture overseas correspondence table,1830,1364
519,10_87,DM-10,87,頭刃怪人グレイブクック,Nightmare Invader,printed_english_name_mapped,Dueparture overseas correspondence table,1833,1367
520,10_88,DM-10,88,暴発秘宝ベンゾ,"Benzo, the Hidden Fury",printed_english_name_mapped,Dueparture overseas correspondence table,1836,1370
521,10_89,DM-10,89,砂男,Hourglass Mutant,printed_english_name_mapped,Dueparture overseas correspondence table,1840,1374
522,10_90,DM-10,90,憔悴の影ブロークン・ヘッド,"Mummy Wrap, Shadow of Fatigue",printed_english_name_mapped,Dueparture overseas correspondence table,1844,1378
523,10_91,DM-10,91,道化人形ミケ,"Mikay, Rattling Doll",printed_english_name_mapped,Dueparture overseas correspondence table,1848,1382
524,10_92,DM-10,92,ベノム・カプセル,Venom Capsule,printed_english_name_mapped,Dueparture overseas correspondence table,1851,1385
525,10_93,DM-10,93,デス・スモーク,Death Smoke,printed_english_name_mapped,Dueparture overseas correspondence table,1855,1389
526,10_94,DM-10,94,魂縛,Infernal Command,printed_english_name_mapped,Dueparture overseas correspondence table,1858,1392
527,10_95,DM-10,95,マイキーのペンチ,Mykee's Pliers,printed_english_name_mapped,Dueparture overseas correspondence table,1861,1395
528,10_96,DM-10,96,撃墜団長メッツアー,"Mezger, Commando Leader",printed_english_name_mapped,Dueparture overseas correspondence table,1865,1399
529,10_97,DM-10,97,城神兵バガッシュ,Siege Roller Bagash,printed_english_name_mapped,Dueparture overseas correspondence table,1869,1403
530,10_98,DM-10,98,クラッグザウルス,Cragsaur,printed_english_name_mapped,Dueparture overseas correspondence table,1873,1407
531,10_99,DM-10,99,烈脚戦士ブラッド,"Brad, Super Kickin' Dynamo",printed_english_name_mapped,Dueparture overseas correspondence table,1876,1410
532,10_100,DM-10,100,強制突撃,Forced Frenzy,printed_english_name_mapped,Dueparture overseas correspondence table,1880,1414
533,10_101,DM-10,101,幻竜砲,Phantom Dragon's Flame,printed_english_name_mapped,Dueparture overseas correspondence table,1883,1417
534,10_102,DM-10,102,コロッサス・ブースター,Colossus Boost,printed_english_name_mapped,Dueparture overseas correspondence table,1886,1420
535,10_103,DM-10,103,シェル・レガシー,Legacy Shell,printed_english_name_mapped,Dueparture overseas correspondence table,1889,1423
536,10_104,DM-10,104,セイバーマスク・ビートル,Sabermask Scarab,printed_english_name_mapped,Dueparture overseas correspondence table,1893,1427
537,10_105,DM-10,105,喜びの化身,Jiggly Totem,printed_english_name_mapped,Dueparture overseas correspondence table,1897,1431
538,10_106,DM-10,106,プリーチ・トマト,Scowling Tomato,printed_english_name_mapped,Dueparture overseas correspondence table,1901,1435
539,10_107,DM-10,107,ハッスル・ベリー,Hustle Berry,printed_english_name_mapped,Dueparture overseas correspondence table,1904,1438
540,10_108,DM-10,108,原始の棍棒,Adventure Boar,printed_english_name_mapped,Dueparture overseas correspondence table,1908,1442
541,10_109,DM-10,109,フェアリー・ライフ,Faerie Life,printed_english_name_mapped,Dueparture overseas correspondence table,1912,1446
542,10_110,DM-10,110,ナチュラル・ブースト,Thirst for the Hunt,printed_english_name_mapped,Dueparture overseas correspondence table,1915,1449
543,10_S1,DM-10,S1,聖断の精霊エリクシア,"Elixia, Pureblade Elemental",printed_english_name_mapped,Dueparture overseas correspondence table,1917,1451
544,10_S2,DM-10,S2,ルナ・ブライトホーク,Hawkeye Lunatron,printed_english_name_mapped,Dueparture overseas correspondence table,1920,1454
545,10_S3,DM-10,S3,ハリケーン・クロウラー,Hurricane Crawler,printed_english_name_mapped,Dueparture overseas correspondence table,1924,1458
546,10_S4,DM-10,S4,黒神龍ブライゼナーガ,Necrodragon Bryzenaga,printed_english_name_mapped,Dueparture overseas correspondence table,1928,1462
547,10_S5,DM-10,S5,コアクラッシュ・リザード,Core-Crash Lizard,printed_english_name_mapped,Dueparture overseas correspondence table,1932,1466
548,10_S6,DM-10,S6,アルティメット・ドラゴン,Ultimate Dragon,printed_english_name_mapped,Dueparture overseas correspondence table,1936,1470
549,10_S7,DM-10,S7,不落の超人,Bodacious Giant,printed_english_name_mapped,Dueparture overseas correspondence table,1940,1474
550,10_S8,DM-10,S8,緑神龍ダクマバルガロウ,Terradragon Dakma Balgarow,printed_english_name_mapped,Dueparture overseas correspondence table,1943,1477
551,10_S9,DM-10,S9,陽炎の守護者ブルー・メルキス,"Bluum Erkis, Flare Guardian",printed_english_name_mapped,Dueparture overseas correspondence table,1946,1480
552,10_S10,DM-10,S10,根絶のデクロワゾー,"Deklowaz, the Terminator",printed_english_name_mapped,Dueparture overseas correspondence table,1949,1483
553,11_1,DM-11,1,鬼面超人エル・アンドレ,Evil Incarnate,printed_english_name_mapped,Dueparture overseas correspondence DM-11,1952,1486
554,11_2,DM-11,2,ダブルソード・レッド・ドラゴン,Heavyweight Dragon,printed_english_name_mapped,Dueparture overseas correspondence DM-11,1956,1490
555,11_3,DM-11,3,ダイヤモンド・ブリザード,"Diamondia, the Blizzard Rider",printed_english_name_mapped,English TCG database / Fandom printed card title,1959,1493
556,11_4,DM-11,4,魂と記憶の盾,Miraculous Snare,printed_english_name_mapped,Dueparture overseas correspondence DM-11,1963,1497
557,11_5,DM-11,5,調和と繁栄の罠,Miraculous Truce,printed_english_name_mapped,Dueparture overseas correspondence DM-11,1966,1500
558,11_6,DM-11,6,命運の伝道師ラミエル,"Lamiel, Destiny Enforcer",printed_english_name_mapped,Dueparture overseas correspondence DM-11,1968,1502
559,11_7,DM-11,7,光器ユリアーナ,"Yuliana, Channeler of Suns",printed_english_name_mapped,Dueparture overseas correspondence DM-11,1972,1506
560,11_8,DM-11,8,宣凶師ベリックス,"Belix, the Explorer",printed_english_name_mapped,Dueparture overseas correspondence DM-11,1975,1509
561,11_9,DM-11,9,ルナ・フォートレス,Warped Lunatron,printed_english_name_mapped,Dueparture overseas correspondence DM-11,1979,1513
562,11_10,DM-11,10,ファンタジー・フィッシュ,Fantasy Fish,printed_english_name_mapped,Dueparture overseas correspondence DM-11,1982,1516
563,11_11,DM-11,11,ルナ・レーザーコブラ,Squawking Lunatron,printed_english_name_mapped,Dueparture overseas correspondence DM-11,1985,1519
564,11_12,DM-11,12,邪凶の影ゲイザー・アイズ,"Gazer Eyes, Shadow of Secrets",printed_english_name_mapped,Dueparture overseas correspondence DM-11,1989,1523
565,11_13,DM-11,13,薔薇公爵ハザリア,"Hazaria, Duke of Thorns",printed_english_name_mapped,Dueparture overseas correspondence DM-11,1993,1527
566,11_14,DM-11,14,滅亡ルーレット,Roulette of Ruin,printed_english_name_mapped,Dueparture overseas correspondence DM-11,1996,1530
567,11_15,DM-11,15,タリスマン・リザード,Lockdown Lizard,printed_english_name_mapped,Dueparture overseas correspondence DM-11,1998,1532
568,11_16,DM-11,16,斬神兵グランドルメス,Eviscerating Warrior Lumez,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2002,1536
569,11_17,DM-11,17,超爆合体ダンギルバー,Jabaha's Automaton,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2005,1539
570,11_18,DM-11,18,地龍の化身,Rollicking Totem,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2008,1542
571,11_19,DM-11,19,ロイヤル・ドリアン,Royal Durian,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2011,1545
572,11_20,DM-11,20,シェル・チャーチ,Skyscraper Shell,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2014,1548
573,11_21,DM-11,21,宣凶師バレイド,"Baraid, the Explorer",printed_english_name_mapped,Dueparture overseas correspondence DM-11,2017,1551
574,11_22,DM-11,22,予言者ラメール,"Merlee, the Oracle",printed_english_name_mapped,Dueparture overseas correspondence DM-11,2020,1554
575,11_23,DM-11,23,フォーチュン・ボール,Lucky Ball,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2023,1557
576,11_24,DM-11,24,アクア・トリックスター,Aqua Trickster,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2027,1561
577,11_25,DM-11,25,略奪秘宝ジャギラ,"Jagila, the Hidden Pillager",printed_english_name_mapped,Dueparture overseas correspondence DM-11,2030,1564
578,11_26,DM-11,26,デビル・メディスン,Morbid Medicine,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2033,1567
579,11_27,DM-11,27,スカイフレーム・リザード,Bonfire Lizard,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2036,1570
580,11_28,DM-11,28,ジェット・リザード,Hysteria Lizard,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2039,1573
581,11_29,DM-11,29,ハザード・ホッパー,Hazard Hopper,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2043,1577
582,11_30,DM-11,30,マッチョ・メロン,Macho Melon,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2047,1581
583,11_31,DM-11,31,守護と偶然の象徴,Rise and Shine,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2050,1584
584,11_32,DM-11,32,陰謀と計略の手,Hide and Seek,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2052,1586
585,11_33,DM-11,33,崩壊と灼熱の牙,Slash and Burn,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2055,1589
586,11_34,DM-11,34,焦土と開拓の天変,Reap and Sow,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2057,1591
587,11_35,DM-11,35,神秘と創造の石碑,Live and Breathe,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2060,1594
588,11_36,DM-11,36,粛清者イングベルト,"Engbelt, the Spydroid",printed_english_name_mapped,Dueparture overseas correspondence DM-11,2062,1596
589,11_37,DM-11,37,俊速の使徒ナイアル,"Nial, Vizier of Dexterity",printed_english_name_mapped,Dueparture overseas correspondence DM-11,2066,1600
590,11_38,DM-11,38,堅防の使徒アースラ,"Asra, Vizier of Safety",printed_english_name_mapped,Dueparture overseas correspondence DM-11,2070,1604
591,11_39,DM-11,39,ソル・チューブ,Solar Trap,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2073,1607
592,11_40,DM-11,40,オカリナ・ハンター,Melodic Hunter,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2076,1610
593,11_41,DM-11,41,リバイバル・ソルジャー,Revival Soldier,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2080,1614
594,11_42,DM-11,42,タイム・スカウト,Time Scout,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2083,1617
595,11_43,DM-11,43,エマージェンシー・タイフーン,Emergency Typhoon,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2087,1621
596,11_44,DM-11,44,貪欲秘宝ベラッチャ,"Beratcha, the Hidden Glutton",printed_english_name_mapped,Dueparture overseas correspondence DM-11,2090,1624
597,11_45,DM-11,45,玉砕秘宝バイラ,"Baira, the Hidden Lunatic",printed_english_name_mapped,Dueparture overseas correspondence DM-11,2094,1628
598,11_46,DM-11,46,邪口虫ラフレシア・ワーム,Saliva Worm,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2097,1631
599,11_47,DM-11,47,髑髏怪人スピンホイール,"Spinning Terror, the Wretched",printed_english_name_mapped,Dueparture overseas correspondence DM-11,2100,1634
600,11_48,DM-11,48,支援団長ガンクローク,"Gankloak, Rogue Commando",printed_english_name_mapped,Dueparture overseas correspondence DM-11,2104,1638
601,11_49,DM-11,49,炎舞闘士サピエント・アーク,"Sapian Tark, Flame Dervish",printed_english_name_mapped,Dueparture overseas correspondence DM-11,2107,1641
602,11_50,DM-11,50,ブラッドのカッター,Brad's Cutter,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2110,1644
603,11_51,DM-11,51,グシャット・フィスト,Ten-Ton Crunch,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2114,1648
604,11_52,DM-11,52,闘気の棘,Quillspike Rumbler,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2117,1651
605,11_53,DM-11,53,ニンジャ・パンプキン,Ninja Pumpkin,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2121,1655
606,11_54,DM-11,54,冒険妖精ポレゴン,Hearty Cap'n Polligon,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2124,1658
607,11_55,DM-11,55,次元の霊峰,Rainbow Gate,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2128,1662
608,11_S1,DM-11,S1,聖皇エール・ソニアス,Warlord Ailzonius,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2131,1665
609,11_S2,DM-11,S2,アドラス,Klujadras,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2134,1668
610,11_S3,DM-11,S3,英知と追撃の宝剣,Miraculous Plague,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2137,1671
611,11_S4,DM-11,S4,憎悪と怒りの獄門,Miraculous Meltdown,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2139,1673
612,11_S5,DM-11,S5,破壊と誕生の神殿,Miraculous Rebirth,printed_english_name_mapped,Dueparture overseas correspondence DM-11,2141,1675
613,12_1,DM-12,1,星雲の精霊キルスティン,"Kilstine, Nebula Elemental",printed_english_name_mapped,Dueparture overseas correspondence DM-12,2143,
