master_text_id,roles,cards,source_japanese,list_index,list1_japanese,dormant_list2_reference,translation
1333,rules,381:9_9:DM-09 9:エンペラー・マロル,"■進化－自分のサイバーロード１体の上に置く。
■このクリーチャーがバトルゾーンにある間、自分の他のクリーチャーがバトルゾーンに出たとき、このクリーチャーを自分の手札に戻す。
■このクリーチャーがブロックされたとき、バトルは行われない。ブロックしたクリーチャーを持ち主の手札に戻す。",867,"＊進化－自分のサイバーロード１体の上に置く。
＊このクリーチャーがバトルゾーンにある間、自分の他のクリーチャーがバトルゾーンに出たとき、このクリーチャーを自分の手札に戻す。
＊このクリーチャーがブロックされたとき、バトルは行われない。ブロックしたクリーチャーを持ち主の手札に戻す。","＊進化－自分のサイバーロード１体の上に置く。
＊このクリーチャーがバトルゾーンにある間、自分の他のクリーチャーがバトルゾーンに出たとき、このクリーチャーを自分の手札に戻す。
＊このクリーチャーがブロックされたとき、バトルは行われない。ブロックしたクリーチャーを持ち主の手札に戻す。","■ Evolution-Put on one of your Cyber Lords.
■ Whenever you put another creature into the battle zone, return this creature to your hand.
■ Whenever this creature becomes blocked, return the blocking creature to its owner's hand. (This creature stays tapped.)"
1334,race,381:9_9:DM-09 9:エンペラー・マロル,サイバーロード,868,サイバーロード,サイバーロード,Cyber Lord
1335,name,382:9_10:DM-09 10:ストーク・クロウラー,ストーク・クロウラー,869,ストーク・クロウラー,Stalking Crawler,Zeppelin Crawler
1336,rules,382:9_10:DM-09 10:ストーク・クロウラー,"■ブロッカー
■このクリーチャーは攻撃することができない。
■このクリーチャーがブロックしたとき、自分の山札の上から４枚を見る。その中から１枚選んで自分の手札に加え、他の３枚を好きな順で自分の山札の一番下に戻す。",870,"{B}ブロッカー
＊このクリーチャーは攻撃することができない。
＊このクリーチャーがブロックしたとき、自分の山札の上から４枚を見る。その中から１枚選んで自分の手札に加え、他の３枚を好きな順で自分の山札の一番下に戻す。","{B}ブロッカー
＊このクリーチャーは攻撃することができない。
＊このクリーチャーがブロックしたとき、自分の山札の上から４枚を見る。その中から１枚選んで自分の手札に加え、他の３枚を好きな順で自分の山札の一番下に戻す。","■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack.
■ Whenever this creature blocks, look at the top 4 cards of your deck. Put one of them into your hand, and put the rest on the bottom of your deck in any order."
1337,race,382:9_10:DM-09 10:ストーク・クロウラー,アースイーター,871,アースイーター,アースイーター,Earth Eater
1338,name,383:9_11:DM-09 11:アナライズ・チャージャー,アナライズ・チャージャー,872,アナライズ・チャージャー,Analyze Charger,Abduction Charger
1339,rules,383:9_11:DM-09 11:アナライズ・チャージャー,"■バトルゾーンにあるクリーチャーを２体まで選び、持ち主の手札に戻す。
■チャージャー（この呪文を唱えた後、墓地に置くかわりに自分のマナゾーンに置く）",873,"＊バトルゾーンにあるクリーチャーを２体まで選び、持ち主の手札に戻す。
＊チャージャー（この呪文を唱えた後、墓地に置くかわりに自分のマナゾーンに置く）","＊バトルゾーンにあるクリーチャーを２体まで選び、持ち主の手札に戻す。
＊チャージャー（この呪文を唱えた後、墓地に置くかわりに自分のマナゾーンに置く）","■ Choose up to 2 creatures in the battle zone and return them to their owners' hands.
■ Charger (After you cast this spell, put it into your mana zone instead of your graveyard.)"
1340,flavor,383:9_11:DM-09 11:アナライズ・チャージャー,押さば引け。引かば押せ。,874,押さば引け。引かば押せ。,押さば引け。引かば押せ。,
1341,name,384:9_12:DM-09 12:闘将バグザグール,闘将バグザグール,875,闘将バグザグール,"Bagzaghul, General of War","Gabzagul, Warlord of Pain"
1342,rules,384:9_12:DM-09 12:闘将バグザグール,■このクリーチャーがバトルゾーンにある間、すべてのクリーチャーは、可能なら毎ターン攻撃する。,876,＊このクリーチャーがバトルゾーンにある間、すべてのクリーチャーは、可能なら毎ターン攻撃する。,＊このクリーチャーがバトルゾーンにある間、すべてのクリーチャーは、可能なら毎ターン攻撃する。,■ Each creature attacks each turn if able.
1343,flavor,384:9_12:DM-09 12:闘将バグザグール,「貴様らの命、死皇帝アザガーストに捧げよ！」---　闘将バグザグール,877,「貴様らの命、死皇帝アザガーストに捧げよ！」---　闘将バグザグール,「貴様らの命、死皇帝アザガーストに捧げよ！」---　闘将バグザグール,
1344,race,384:9_12:DM-09 12:闘将バグザグール,ダークロード,878,ダークロード,ダークロード,Dark Lord
1345,name,385:9_13:DM-09 13:崩壊の影デス・タギア,崩壊の影デス・タギア,879,崩壊の影デス・タギア,"Death Tagir, Shadow of Destruction","Ice Vapor, Shadow of Anguish"
1346,rules,385:9_13:DM-09 13:崩壊の影デス・タギア,■このクリーチャーがバトルゾーンにある間、相手は呪文を唱えたとき、自分自身の手札を１枚選び、持ち主の墓地に置く。その後、相手は自分自身のマナゾーンからカードを１枚選び、持ち主の墓地に置く。,880,＊このクリーチャーがバトルゾーンにある間、相手は呪文を唱えたとき、自分自身の手札を1枚選び、持ち主の墓地に置く。その後、相手は自分自身のマナゾーンからカードを1枚選び、持ち主の墓地に置く。,＊このクリーチャーがバトルゾーンにある間、相手は呪文を唱えたとき、自分自身の手札を1枚選び、持ち主の墓地に置く。その後、相手は自分自身のマナゾーンからカードを1枚選び、持ち主の墓地に置く。,"■ Whenever your opponent casts a spell, he chooses and discards a card from his hand, then chooses a card in his mana zone and puts it into his graveyard."
1347,flavor,385:9_13:DM-09 13:崩壊の影デス・タギア,「死の支配者たる我々に勝てると思うな！」---　崩壊の影デス・タギア,881,「死の支配者たる我々に勝てると思うな！」---　崩壊の影デス・タギア,「死の支配者たる我々に勝てると思うな！」---　崩壊の影デス・タギア,
1348,race,385:9_13:DM-09 13:崩壊の影デス・タギア,ゴースト,882,ゴースト,ゴースト,Ghost
1349,name,386:9_14:DM-09 14:ロスト・チャージャー,ロスト・チャージャー,883,ロスト・チャージャー,Lost Charger,Slash Charger
1350,rules,386:9_14:DM-09 14:ロスト・チャージャー,"■自分または相手の山札を見る。その中からカードを１枚選び、持ち主の墓地に置いてもよい。その後、そのカードの持ち主は山札をシャッフルする。
■チャージャー（この呪文を唱えた後、墓地に置くかわりに自分のマナゾーンに置く）",884,"＊自分または相手の山札を見る。その中からカードを１枚選び、持ち主の墓地に置いてもよい。その後、そのカードの持ち主は山札をシャッフルする。
＊チャージャー（この呪文を唱えた後、墓地に置くかわりに自分のマナゾーンに置く）","＊自分または相手の山札を見る。その中からカードを１枚選び、持ち主の墓地に置いてもよい。その後、そのカードの持ち主は山札をシャッフルする。
＊チャージャー（この呪文を唱えた後、墓地に置くかわりに自分のマナゾーンに置く）","■ Search a player's deck. You may take a card from that deck and put it into that player's graveyard. Then the player shuffles his deck.
■ Charger (After you cast this spell, put it into your mana zone instead of your graveyard.)"
1351,flavor,386:9_14:DM-09 14:ロスト・チャージャー,闇の甘言は耳に優しい。,885,闇の甘言は耳に優しい。,闇の甘言は耳に優しい。,
1352,name,387:9_15:DM-09 15:特攻隊長マイキー,特攻隊長マイキー,886,特攻隊長マイキー,Shock Trooper Mykee,Shock Trooper Mykee
1353,rules,387:9_15:DM-09 15:特攻隊長マイキー,"■スピードアタッカー(このクリーチャーは召喚酔いしない）
■このクリーチャーが相手プレイヤーを攻撃してブロックされなかったとき、バトルゾーンにあるパワー3000以下の相手のクリーチャーを１体選び、持ち主の墓地に置いてもよい。",887,"＊スピードアタッカー(このクリーチャーは召喚酔いしない）
＊このクリーチャーが相手プレイヤーを攻撃してブロックされなかったとき、バトルゾーンにあるパワー3000以下の相手のクリーチャーを１体選び、持ち主の墓地に置いてもよい。","＊スピードアタッカー(このクリーチャーは召喚酔いしない）
＊このクリーチャーが相手プレイヤーを攻撃してブロックされなかったとき、バトルゾーンにあるパワー3000以下の相手のクリーチャーを１体選び、持ち主の墓地に置いてもよい。","■ Speed attacker (This creature doesn't get summoning sickness.)
■ Whenever this creature is attacking your opponent and isn't blocked, you may destroy one of your opponent's creatures that has power 3000 or less."
1354,flavor,387:9_15:DM-09 15:特攻隊長マイキー,三体の友を従え、必殺の刀を振りかざす！,888,三体の友を従え、必殺の刀を振りかざす！,三体の友を従え、必殺の刀を振りかざす！,"With three comrades at his side, he raises his deadly blade!"
1355,race,387:9_15:DM-09 15:特攻隊長マイキー,ヒューマノイド,889,ヒューマノイド,ヒューマノイド,Human
1356,name,388:9_16:DM-09 16:猿神兵アッシュ,猿神兵アッシュ,890,猿神兵アッシュ,Simian Trooper Ash,Simian Warrior Grash
1357,rules,388:9_16:DM-09 16:猿神兵アッシュ,■このクリーチャーがバトルゾーンにある間、自分のアーマロイドがバトルゾーンから自分の墓地に置かれたとき、相手は自分自身のマナゾーンからカードを１枚選び、持ち主の墓地に置く。,891,＊このクリーチャーがバトルゾーンにある間、自分のアーマロイドがバトルゾーンから自分の墓地に置かれたとき、相手は自分自身のマナゾーンからカードを１枚選び、持ち主の墓地に置く。,＊このクリーチャーがバトルゾーンにある間、自分のアーマロイドがバトルゾーンから自分の墓地に置かれたとき、相手は自分自身のマナゾーンからカードを１枚選び、持ち主の墓地に置く。,"■ Whenever one of your Armorloids is destroyed, your opponent chooses a card in his mana zone and puts it into his graveyard."
1358,flavor,388:9_16:DM-09 16:猿神兵アッシュ,うなる拳。飛び交う弾頭。隠しきれない炎の闘志！,892,うなる拳。飛び交う弾頭。隠しきれない炎の闘志！,うなる拳。飛び交う弾頭。隠しきれない炎の闘志！,
1359,race,388:9_16:DM-09 16:猿神兵アッシュ,アーマロイド,893,アーマロイド,アーマロイド,Armorloid
1360,name,389:9_17:DM-09 17:サウザンド・スピア,サウザンド・スピア,894,サウザンド・スピア,Thousand Spears,Blizzard of Spears
1361,rules,389:9_17:DM-09 17:サウザンド・スピア,■バトルゾーンにあるパワー4000以下のクリーチャーをすべて持ち主の墓地に置く。,895,＊バトルゾーンにあるパワー4000以下のクリーチャーをすべて持ち主の墓地に置く。,＊バトルゾーンにあるパワー4000以下のクリーチャーをすべて持ち主の墓地に置く。,■ Destroy all creatures that have power 4000 or less.
1362,flavor,389:9_17:DM-09 17:サウザンド・スピア,空が真っ赤に燃え尽きる！,896,空が真っ赤に燃え尽きる！,空が真っ赤に燃え尽きる！,
1363,name,390:9_18:DM-09 18:大勇者「猛虎の怒り」,大勇者「猛虎の怒り」,897,大勇者「猛虎の怒り」,Storm Crow,"Storm Wrangler, the Furious"
1364,rules,390:9_18:DM-09 18:大勇者「猛虎の怒り」,"■進化－自分のビーストフォーク１体の上に置く。
■このクリーチャーが攻撃するとき、相手の「ブロッカー」を持つクリーチャーを１体選んでもよい。このターン、そのクリーチャーは、可能であればこのクリーチャーの攻撃をブロックし、このクリーチャーは他のクリーチャーにブロックされない。
■このクリーチャーがブロックされたとき、このターンの終わりまで、このクリーチャーのパワーは+3000される。",898,"＊進化－自分のビーストフォーク１体の上に置く。
＊このクリーチャーが攻撃するとき、相手の「ブロッカー」を持つクリーチャーを１体選んでもよい。このターン、そのクリーチャーは、可能であればこのクリーチャーの攻撃をブロックし、このクリーチャーは他のクリーチャーにブロックされない。
＊このクリーチャーがブロックされたとき、このターンの終わりまで、このクリーチャーのパワーは+3000される。","＊進化－自分のビーストフォーク１体の上に置く。
＊このクリーチャーが攻撃するとき、相手の「ブロッカー」を持つクリーチャーを１体選んでもよい。このターン、そのクリーチャーは、可能であればこのクリーチャーの攻撃をブロックし、このクリーチャーは他のクリーチャーにブロックされない。
＊このクリーチャーがブロックされたとき、このターンの終わりまで、このクリーチャーのパワーは+3000される。","■ Evolution-Put on one of your Beast Folk.
■ Whenever this creature attacks, you may choose one of your opponent's untapped creatures that has ""blocker."" This turn, that creature blocks this creature if able and this creature can't be blocked by other creatures.
■ Whenever this creature becomes blocked, it gets +3000 power until the end of the turn."
1365,race,390:9_18:DM-09 18:大勇者「猛虎の怒り」,ビーストフォーク,899,ビーストフォーク,ビーストフォーク,Beast Folk
1366,name,391:9_19:DM-09 19:緑神龍アンリストヴァル,緑神龍アンリストヴァル,900,緑神龍アンリストヴァル,Green Celestial Dragn Anrist Vhal,Terradragon Anrist Vhal
1367,rules,391:9_19:DM-09 19:緑神龍アンリストヴァル,"■このクリーチャーのパワーは、バトルゾーンにある自分の他の自然のクリーチャー１体につき+2000される。
■このクリーチャーは、パワーが6000以上のとき、「Ｗ・ブレイカー」を得る。",901,"＊このクリーチャーのパワーは、バトルゾーンにある自分の他の自然のクリーチャー１体につき+2000される。
＊このクリーチャーは、パワーが6000以上のとき、「Ｗ・ブレイカー」を得る。","＊このクリーチャーのパワーは、バトルゾーンにある自分の他の自然のクリーチャー１体につき+2000される。
＊このクリーチャーは、パワーが6000以上のとき、「Ｗ・ブレイカー」を得る。","■ This creature gets +2000 power for each of your other nature creatures in the battle zone. (A creature that has power 0 or less is destroyed.)
■ While this creature has power 6000 or more, it has ""double breaker (This creature breaks 2 shields)."""
1368,flavor,391:9_19:DM-09 19:緑神龍アンリストヴァル,世界に満ちた怒号の渦が、龍の怒りを増加する！,902,世界に満ちた怒号の渦が、龍の怒りを増加する！,世界に満ちた怒号の渦が、龍の怒りを増加する！,
1369,race,391:9_19:DM-09 19:緑神龍アンリストヴァル,アース・ドラゴン,903,アース・ドラゴン,アース・ドラゴン,Earth Dragon
1370,name,392:9_20:DM-09 20:クリスタル・フュージョン,クリスタル・フュージョン,904,クリスタル・フュージョン,Crystal Fusion,Mana Bonanza
1371,rules,392:9_20:DM-09 20:クリスタル・フュージョン,■自分のマナゾーンにあるカードと同じ枚数のカードを、自分の山札の上から取り、自分のマナゾーンにタップして置く。,905,＊自分のマナゾーンにあるカードと同じ枚数のカードを、自分の山札の上から取り、自分のマナゾーンにタップして置く。,＊自分のマナゾーンにあるカードと同じ枚数のカードを、自分の山札の上から取り、自分のマナゾーンにタップして置く。,"■ For each card in your mana zone, put a card from the top of your deck into your mana zone tapped."
1372,flavor,392:9_20:DM-09 20:クリスタル・フュージョン,水晶が輝くと、きらり光るマナの群れは動きを早め、ぶつかり合っては分裂していく。,906,水晶が輝くと、きらり光るマナの群れは動きを早め、ぶつかり合っては分裂していく。,水晶が輝くと、きらり光るマナの群れは動きを早め、ぶつかり合っては分裂していく。,
1373,name,393:9_21:DM-09 21:月虹の守護者アール・ノアール,月虹の守護者アール・ノアール,907,月虹の守護者アール・ノアール,"Art Noir, Guardian of the Lunar Rainbow","Tra Rion, Penumbra Guardian"
1374,rules,393:9_21:DM-09 21:月虹の守護者アール・ノアール,"■このクリーチャーで攻撃するかわりに、タップして次の[Ｔ]能力を使ってもよい。  
[Ｔ]－種族を1つ選ぶ。このターンの終わりに、バトルゾーンにあるその種族のクリーチャーをすべてアンタップする。",908,"＊このクリーチャーで攻撃するかわりに、タップして次の t 能力を使ってもよい。  
t 種族を1つ選ぶ。このターンの終わりに、バトルゾーンにあるその種族のクリーチャーをすべてアンタップする。","＊このクリーチャーで攻撃するかわりに、タップして次の t 能力を使ってもよい。  
t 種族を1つ選ぶ。このターンの終わりに、バトルゾーンにあるその種族のクリーチャーをすべてアンタップする。","■ Instead of having this creature attack, you may tap it to use its tap ability.
 Choose a race. At the end of this turn, untap all creatures of that race in the battle zone."
1375,flavor,393:9_21:DM-09 21:月虹の守護者アール・ノアール,「なんだなんだ、あいつら勝手に治ってんよ！」---　小さな勇者ゲット,909,「なんだなんだ、あいつら勝手に治ってんよ！」---　小さな勇者ゲット,「なんだなんだ、あいつら勝手に治ってんよ！」---　小さな勇者ゲット,
1376,race,393:9_21:DM-09 21:月虹の守護者アール・ノアール,ガーディアン,910,ガーディアン,ガーディアン,Guardian
1377,name,394:9_22:DM-09 22:宣凶師ベトラーレ,宣凶師ベトラーレ,911,宣凶師ベトラーレ,"Betrale, the Missionary","Betrale, the Explorer"
1378,rules,394:9_22:DM-09 22:宣凶師ベトラーレ,"■ブロッカー
■このクリーチャーは相手プレイヤーを攻撃できない。
■このクリーチャーがバトルゾーンにある間、自分のターンの終わりに、このクリーチャーをアンタップしてもよい。",912,"{B}ブロッカー
＊このクリーチャーは相手プレイヤーを攻撃できない。
＊このクリーチャーがバトルゾーンにある間、自分のターンの終わりに、このクリーチャーをアンタップしてもよい。","{B}ブロッカー
＊このクリーチャーは相手プレイヤーを攻撃できない。
＊このクリーチャーがバトルゾーンにある間、自分のターンの終わりに、このクリーチャーをアンタップしてもよい。","■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack players.
■ At the end of each of your turns, you may untap this creature."
1379,flavor,394:9_22:DM-09 22:宣凶師ベトラーレ,宣凶師は倒した敵の資材を利用し、次の戦いの準備を行う。,913,宣凶師は倒した敵の資材を利用し、次の戦いの準備を行う。,宣凶師は倒した敵の資材を利用し、次の戦いの準備を行う。,
1380,race,394:9_22:DM-09 22:宣凶師ベトラーレ,グラディエーター,914,グラディエーター,グラディエーター,Gladiator
1381,name,395:9_23:DM-09 23:センチネル・ガード,センチネル・ガード,915,センチネル・ガード,Sentinel Guard,Unified Resistance
1382,rules,395:9_23:DM-09 23:センチネル・ガード,"■Ｓ・トリガー
■種族を1つ選ぶ。次の自分のターンが始まるまで、バトルゾーンにあるその種族のクリーチャーはすべて「ブロッカー」を得る。",916,"{ST} S・トリガー
＊種族を1つ選ぶ。次の自分のターンが始まるまで、バトルゾーンにあるその種族のクリーチャーはすべて「ブロッカー」を得る。","{ST} S・トリガー
＊種族を1つ選ぶ。次の自分のターンが始まるまで、バトルゾーンにあるその種族のクリーチャーはすべて「ブロッカー」を得る。","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Choose a race. Until the start of your next turn, each of your creatures in the battle zone of that race gets ""blocker""."
1383,flavor,395:9_23:DM-09 23:センチネル・ガード,鋼の意志が全てを防ぐ。,917,鋼の意志が全てを防ぐ。,鋼の意志が全てを防ぐ。,A will of steel defends against everything.
1384,name,396:9_24:DM-09 24:ティコラクス,ティコラクス,918,ティコラクス,Tekorax,Tekorax
1385,rules,396:9_24:DM-09 24:ティコラクス,■このクリーチャーがバトルゾーンに出たとき、相手のシールドをすべて見る。その後、そのシールドを元の場所に戻す。,919,＊このクリーチャーがバトルゾーンに出たとき、相手のシールドをすべて見る。その後、そのシールドを元の場所に戻す。,＊このクリーチャーがバトルゾーンに出たとき、相手のシールドをすべて見る。その後、そのシールドを元の場所に戻す。,"■ When you put this creature into the battle zone, look at your opponent's shields. Then put them back where they were."
1386,flavor,396:9_24:DM-09 24:ティコラクス,ティコラクスを通し、サファイア・ミスティは全てを把握していた。,920,ティコラクスを通し、サファイア・ミスティは全てを把握していた。,ティコラクスを通し、サファイア・ミスティは全てを把握していた。,
1387,race,396:9_24:DM-09 24:ティコラクス,シー・ハッカー,921,シー・ハッカー,シー・ハッカー,Sea Hacker
1388,name,397:9_25:DM-09 25:ポキラ,ポキラ,922,ポキラ,Pokira,Hokira
1389,rules,397:9_25:DM-09 25:ポキラ,"■このクリーチャーで攻撃するかわりに、タップして次の[Ｔ]能力を使ってもよい。  
[Ｔ]－種族を1つ選ぶ。このターン、その種族のクリーチャーがバトルゾーンから自分の墓地に置かれるとき、墓地に置くかわりに自分の手札に戻す。",923,"＊このクリーチャーで攻撃するかわりに、タップして次の t 能力を使ってもよい。  
t 種族を1つ選ぶ。このターン、その種族のクリーチャーがバトルゾーンから自分の墓地に置かれるとき、墓地に置くかわりに自分の手札に戻す。","＊このクリーチャーで攻撃するかわりに、タップして次の t 能力を使ってもよい。  
t 種族を1つ選ぶ。このターン、その種族のクリーチャーがバトルゾーンから自分の墓地に置かれるとき、墓地に置くかわりに自分の手札に戻す。","■ Instead of having this creature attack, you may tap it to use its tap ability.
 Choose a race. Whenever one of your creatures of that race would be destroyed this turn, return it to your hand instead."
1390,race,397:9_25:DM-09 25:ポキラ,サイバーロード,924,サイバーロード,サイバーロード,Cyber Lord
1391,name,398:9_26:DM-09 26:サブマリン・プロジェクト,サブマリン・プロジェクト,925,サブマリン・プロジェクト,Submarine  Project,Submarine Project
1392,rules,398:9_26:DM-09 26:サブマリン・プロジェクト,"■Ｓ・トリガー
■自分の山札の上から４枚を見る。その中から１枚選んで自分の手札に加え、他の３枚を好きな順で自分の山札の一番下に戻す。",926,"{ST} S・トリガー
＊自分の山札の上から４枚を見る。その中から１枚選んで自分の手札に加え、他の３枚を好きな順で自分の山札の一番下に戻す。","{ST} S・トリガー
＊自分の山札の上から４枚を見る。その中から１枚選んで自分の手札に加え、他の３枚を好きな順で自分の山札の一番下に戻す。","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Look at the top 4 cards of your deck. Put one of them into your hand, and put the rest on the bottom of your deck in any order."
1393,flavor,398:9_26:DM-09 26:サブマリン・プロジェクト,計画無き戦争に、勝利なし。,927,計画無き戦争に、勝利なし。,計画無き戦争に、勝利なし。,
1394,name,399:9_27:DM-09 27:黒神龍イゾリストヴァル,黒神龍イゾリストヴァル,928,黒神龍イゾリストヴァル,Black Celestial Dragon Izorist Vhal ,Necrodragon Izorist Vhal
1395,rules,399:9_27:DM-09 27:黒神龍イゾリストヴァル,"■このクリーチャーがバトルゾーンにある間、このクリーチャーのパワーは、自分の墓地にある闇のクリーチャー１体につき+2000される。
■このクリーチャーは、パワーが6000以上のとき、「Ｗ・ブレイカー」を得る。",929,"＊このクリーチャーがバトルゾーンにある間、このクリーチャーのパワーは、自分の墓地にある闇のクリーチャー1体につき+2000される。
＊このクリーチャーは、パワーが6000以上のとき、「Ｗ・ブレイカー」を得る。","＊このクリーチャーがバトルゾーンにある間、このクリーチャーのパワーは、自分の墓地にある闇のクリーチャー1体につき+2000される。
＊このクリーチャーは、パワーが6000以上のとき、「Ｗ・ブレイカー」を得る。","■ This creature gets +2000 power for each darkness creature in your graveyard. (A creature that has power 0 or less is destroyed.)
■ While this creature has power 6000 or more, it has ""Double breaker (This creature breaks 2 shields)."""
1396,flavor,399:9_27:DM-09 27:黒神龍イゾリストヴァル,世界に満ちた怨念が、龍の顎を研ぎ澄ます！,930,世界に満ちた怨念が、龍の顎を研ぎ澄ます！,世界に満ちた怨念が、龍の顎を研ぎ澄ます！,
1397,race,399:9_27:DM-09 27:黒神龍イゾリストヴァル,ドラゴン・ゾンビ,931,ドラゴン・ゾンビ,ドラゴン・ゾンビ,Zombie Dragon
1398,name,400:9_28:DM-09 28:毒牙虫ベノム・ワーム,毒牙虫ベノム・ワーム,932,毒牙虫ベノム・ワーム,Venom Worm,Venom Worm
1399,rules,400:9_28:DM-09 28:毒牙虫ベノム・ワーム,"■このクリーチャーで攻撃するかわりに、タップして次の[Ｔ]能力を使ってもよい。
[Ｔ]－種族を1つ選ぶ。このターンが終わるまで、その種族のクリーチャーは「スレイヤー」を得る。（「スレイヤー」を持つクリーチャーとバトルした相手クリーチャーは、勝っても持ち主の墓地に置かれる）",933,"＊このクリーチャーで攻撃するかわりに、タップして次の t 能力を使ってもよい。
 t 種族を1つ選ぶ。このターンが終わるまで、その種族のクリーチャーは「スレイヤー」を得る。（「スレイヤー」を持つクリーチャーとバトルした相手クリーチャーは、勝っても持ち主の墓地に置かれる）","＊このクリーチャーで攻撃するかわりに、タップして次の t 能力を使ってもよい。
 t 種族を1つ選ぶ。このターンが終わるまで、その種族のクリーチャーは「スレイヤー」を得る。（「スレイヤー」を持つクリーチャーとバトルした相手クリーチャーは、勝っても持ち主の墓地に置かれる）","■ Instead of having this creature attack, you may tap it to use its tap ability.
 Choose a race. Each creature of that race gets ""slayer"" until the end of the turn. (Whenever a creature that has ""slayer"" battles, destroy the other creature after the battle.)"
1400,race,400:9_28:DM-09 28:毒牙虫ベノム・ワーム,パラサイトワーム,934,パラサイトワーム,パラサイトワーム,Parasite Worm
1401,name,401:9_29:DM-09 29:生命剥奪,生命剥奪,935,生命剥奪,Steal Soul,Grinning Hunger
1402,rules,401:9_29:DM-09 29:生命剥奪,■相手は、バトルゾーンにある自分自身のクリーチャー１体か、自分自身のシールドを１枚選び、それを持ち主の墓地に置く。ただし、その「Ｓ・トリガー」は使えない。,936,＊相手は、バトルゾーンにある自分自身のクリーチャー1体か、自分自身のシールドを1枚選び、それを持ち主の墓地に置く。ただし、その「Ｓ・トリガー」は使えない。,＊相手は、バトルゾーンにある自分自身のクリーチャー1体か、自分自身のシールドを1枚選び、それを持ち主の墓地に置く。ただし、その「Ｓ・トリガー」は使えない。,■ Your opponent chooses one of his creatures in the battle zone or one of his shields and puts it into his graveyard.
1403,flavor,401:9_29:DM-09 29:生命剥奪,選んだ犠牲に対して、何と言葉をかければ良いのだろうか。,937,選んだ犠牲に対して、何と言葉をかければ良いのだろうか。,選んだ犠牲に対して、何と言葉をかければ良いのだろうか。,
1404,name,402:9_30:DM-09 30:ジョー・リザード,ジョー・リザード,938,ジョー・リザード,Joe Lizard,Snaptongue Lizard
1405,rules,402:9_30:DM-09 30:ジョー・リザード,"■このクリーチャーは、クリーチャーを攻撃するときブロックされない。
■パワーアタッカー+3000（攻撃中、このクリーチャーのパワーは+3000される）",939,"＊このクリーチャーは、クリーチャーを攻撃するときブロックされない。
＊パワーアタッカー+3000（攻撃中、このクリーチャーのパワーは+3000される）","＊このクリーチャーは、クリーチャーを攻撃するときブロックされない。
＊パワーアタッカー+3000（攻撃中、このクリーチャーのパワーは+3000される）","■ While attacking a creature, this creature can't be blocked.
■ Power attacker +3000 (While attacking, this creature gets +3000 power.)"
1406,flavor,402:9_30:DM-09 30:ジョー・リザード,「障害は全て解除済み。さあ、地中を発進だ！」---　爆炎野郎ジョー,940,「障害は全て解除済み。さあ、地中を発進だ！」---　爆炎野郎ジョー,「障害は全て解除済み。さあ、地中を発進だ！」---　爆炎野郎ジョー,
1407,race,402:9_30:DM-09 30:ジョー・リザード,デューンゲッコー,941,デューンゲッコー,デューンゲッコー,Dune Gecko
1408,name,403:9_31:DM-09 31:ジージョのトンカチ,ジージョのトンカチ,942,ジージョのトンカチ,Gigioﾕs Hammer,Gigio's Hammer
1409,rules,403:9_31:DM-09 31:ジージョのトンカチ,"■このクリーチャーで攻撃するかわりに、タップして次の[Ｔ]能力を使ってもよい。
[Ｔ]－種族を1つ選ぶ。このターン、その種族のクリーチャーは、可能であれば攻撃し、「パワーアタッカー+4000」を得る。",943,"＊このクリーチャーで攻撃するかわりに、タップして次の t 能力を使ってもよい。  
t 種族を1つ選ぶ。このターン、その種族のクリーチャーは、可能であれば攻撃し、「パワーアタッカー+4000」を得る。","＊このクリーチャーで攻撃するかわりに、タップして次の t 能力を使ってもよい。  
t 種族を1つ選ぶ。このターン、その種族のクリーチャーは、可能であれば攻撃し、「パワーアタッカー+4000」を得る。","■ Instead of having this creature attack, you may tap it to use its tap ability.
 Choose a race. Each creature of that race attacks this turn if able and gets ""power attacker +4000"" until the end of the turn. (While attacking, a creature that has ""power attacker +4000"" gets +4000 power.)"
1410,flavor,403:9_31:DM-09 31:ジージョのトンカチ,地中での深き眠りが、ゼノパーツに単なる道具以上の効果を授けた。,944,地中での深き眠りが、ゼノパーツに単なる道具以上の効果を授けた。,地中での深き眠りが、ゼノパーツに単なる道具以上の効果を授けた。,A deep slumber underground gave the Xenoparts powers beyond those of a mere tool.
1411,race,403:9_31:DM-09 31:ジージョのトンカチ,ゼノパーツ,945,ゼノパーツ,ゼノパーツ,Xenoparts
1412,name,404:9_32:DM-09 32:無限掌,無限掌,946,無限掌,Eternal Fist,Fists of Forever
