list_index,master_text_id,kind,source_japanese,dormant_list2_reference,translation
991,1457,card_text,"{B}ブロッカー
＊このクリーチャーは攻撃することができない。
＊スレイヤー（このクリーチャーとバトルした相手クリーチャーは、勝っても持ち主の墓地に置かれる）","{B}ブロッカー
＊このクリーチャーは攻撃することができない。
＊スレイヤー（このクリーチャーとバトルした相手クリーチャーは、勝っても持ち主の墓地に置かれる）","■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack.
■ Slayer (Whenever this creature battles, destroy the other creature after the battle.)"
992,1458,card_text,爪に備わる猛毒は、小さな傷でも命を奪う。,爪に備わる猛毒は、小さな傷でも命を奪う。,The deadly poison in its claws can take a life with even the smallest wound.
993,1459,card_text,デビルマスク,デビルマスク,Devil Mask
994,1460,card_text,悪戯人形ハロ,Devil Doll Halo,"Trixo, Wicked Doll"
995,1461,card_text,*このクリーチャーが相手プレイヤーを攻撃してブロックされなかったとき、相手はバトルゾーンにある自分自身のクリーチャーを1体選び、持ち主の墓地に置く。,*このクリーチャーが相手プレイヤーを攻撃してブロックされなかったとき、相手はバトルゾーンにある自分自身のクリーチャーを1体選び、持ち主の墓地に置く。,"■ Whenever this creature is attacking your opponent and isn't blocked, your opponent chooses one of his creatures and destroys it."
996,1462,card_text,一緒に遊ぶと死ぬから危険。,一緒に遊ぶと死ぬから危険。,
997,1463,card_text,デスパペット,デスパペット,Death Puppet
998,1464,card_text,暗闇に潜む者バット・ドクター,"Bat Doctor, Skulker in Darkness","Bat Doctor, Shadow of Undeath"
999,1465,card_text,＊このクリーチャーがバトルゾーンから自分の墓地に置かれたとき、自分の墓地から他のクリーチャーを1体選び、自分の手札に加えてもよい。,＊このクリーチャーがバトルゾーンから自分の墓地に置かれたとき、自分の墓地から他のクリーチャーを1体選び、自分の手札に加えてもよい。,"■ When this creature is destroyed, you may return another creature from your graveyard to your hand."
1000,1466,card_text,我らにとっての墓地は、彼らにとっての手術室だ。,我らにとっての墓地は、彼らにとっての手術室だ。,
1001,1467,card_text,ゴースト,ゴースト,Ghost
1002,1468,card_text,ゾンビ・カーニバル,Zombie Carnival,Zombie Carnival
1003,1469,card_text,"{ST} S・トリガー（この呪文をシールドゾーンから手札に加えるとき、コストを支払わずにすぐ唱えてよい）
＊種族を1つ選ぶ。自分の墓地から、その種族のクリーチャーを3体まで選び、自分の手札に加える。","{ST} S・トリガー（この呪文をシールドゾーンから手札に加えるとき、コストを支払わずにすぐ唱えてよい）
＊種族を1つ選ぶ。自分の墓地から、その種族のクリーチャーを3体まで選び、自分の手札に加える。","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Choose a race. Return up to 3 creatures of that race from your graveyard to your hand."
1004,1470,card_text,死んでる暇があったら踊れ！,死んでる暇があったら踊れ！,
1005,1471,card_text,マウントザウルス,Terrasaur,Quakesaur
1006,1472,card_text,＊このクリーチャーが相手プレイヤーを攻撃してブロックされなかったとき、相手は自分自身のマナゾーンからカードを１枚選び、持ち主の墓地に置く。,＊このクリーチャーが相手プレイヤーを攻撃してブロックされなかったとき、相手は自分自身のマナゾーンからカードを１枚選び、持ち主の墓地に置く。,"■ Whenever this creature is attacking your opponent and isn't blocked, your opponent chooses a card in his mana zone and puts it into his graveyard."
1007,1473,card_text,背から吹き出す溶岩が、踏みつけた大地を溶かしていく。,背から吹き出す溶岩が、踏みつけた大地を溶かしていく。,
1008,1474,card_text,ロック・ビースト,ロック・ビースト,Rock Beast
1009,1475,card_text,蒸神兵カイン,Steam Trooper Kain,Steam Rumbler Kain
1010,1476,card_text,＊このクリーチャーが攻撃するとき、自分のシールドが１枚でもあれば、その中から裏向きのまま１枚選び、自分の墓地に置く。ただし、その「Ｓ・トリガー」は使えない。,＊このクリーチャーが攻撃するとき、自分のシールドが１枚でもあれば、その中から裏向きのまま１枚選び、自分の墓地に置く。ただし、その「Ｓ・トリガー」は使えない。,"■ Whenever this creature attacks, choose one of your shields and put it into your graveyard."
1011,1477,card_text,カイン自慢の諜報部隊は、必死にバーニング・ビーストの消息を追った。,カイン自慢の諜報部隊は、必死にバーニング・ビーストの消息を追った。,
1012,1478,card_text,アーマロイド,アーマロイド,Armorloid
1013,1479,card_text,鳥神兵クウザ,Aerotrooper Kooza,Aerodactyl Kooza
1014,1480,card_text,"＊このクリーチャーは、クリーチャーを攻撃するときブロックされない。
＊パワーアタッカー+3000（攻撃中、このクリーチャーのパワーは+3000される）","＊このクリーチャーは、クリーチャーを攻撃するときブロックされない。
＊パワーアタッカー+3000（攻撃中、このクリーチャーのパワーは+3000される）","■ While attacking a creature, this creature can't be blocked.
■ Power attacker +3000 (While attacking, this creature gets +3000 power.)"
1015,1481,card_text,バトル上等！,バトル上等！,
1016,1482,card_text,アーマロイド,アーマロイド,Armorloid
1017,1483,card_text,フル・コマンド,Blitzkreig,Relentless Blitz
1018,1484,card_text,＊種族を1つ選ぶ。このターン、その種族のクリーチャーは、アンタップされているクリーチャーを攻撃することができ、クリーチャーを攻撃するときブロックされない。,＊種族を1つ選ぶ。このターン、その種族のクリーチャーは、アンタップされているクリーチャーを攻撃することができ、クリーチャーを攻撃するときブロックされない。,"■ Choose a race. This turn, each creature of that race can attack untapped creatures and can't be blocked while attacking a creature."
1019,1485,card_text,左手のボタンが、殲滅の合図！,左手のボタンが、殲滅の合図！,
1020,1486,card_text,警護するソリッド・ホーン,Solid Horn,Solid Horn
1021,1487,card_text,＊このクリーチャーがバトルゾーンから自分の墓地に置かれるとき、墓地に置くかわりに自分のマナゾーンに置く。,＊このクリーチャーがバトルゾーンから自分の墓地に置かれるとき、墓地に置くかわりに自分のマナゾーンに置く。,"■ When this creature would be destroyed, put it into your mana zone instead."
1022,1488,card_text,敵あらば戦い、無ければ探す。警護するソリッド・ホーンの行動原理は単純だが、心強い。,敵あらば戦い、無ければ探す。警護するソリッド・ホーンの行動原理は単純だが、心強い。,
1023,1489,card_text,ホーン・ビースト,ホーン・ビースト,Horned Beast
1024,1490,card_text,ウィップ・スコーピオン,Whip Scorpion,Whip Scorpion
1025,1491,card_text,"{ST} S・トリガー（このクリーチャーをシールドゾーンから手札に加えるとき、コストを支払わずにすぐ召喚してよい）
＊パワーアタッカー+3000（攻撃中、このクリーチャーのパワーは+3000される）","{ST} S・トリガー（このクリーチャーをシールドゾーンから手札に加えるとき、コストを支払わずにすぐ召喚してよい）
＊パワーアタッカー+3000（攻撃中、このクリーチャーのパワーは+3000される）","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Power attacker +3000 (While attacking, this creature gets +3000 power.)"
1026,1492,card_text,静寂に満ちた森林は、こいつが飛び出す絶好の場所。,静寂に満ちた森林は、こいつが飛び出す絶好の場所。,
1027,1493,card_text,ジャイアント・インセクト,ジャイアント・インセクト,Giant Insect
1028,1494,card_text,誕生の祈,Birth Eye,Cavern Raider
1029,1495,card_text,＊このクリーチャーが相手プレイヤーを攻撃してブロックされなかったとき、自分の山札を見る。その中からクリーチャーを１体選び、相手に見せてから自分の手札に加えてもよい。その後、山札をシャッフルする。,＊このクリーチャーが相手プレイヤーを攻撃してブロックされなかったとき、自分の山札を見る。その中からクリーチャーを１体選び、相手に見せてから自分の手札に加えてもよい。その後、山札をシャッフルする。,"■ Whenever this creature is attacking your opponent and isn't blocked, search your deck. You may take a creature from your deck, show that creature to your opponent, and put it into your hand. Then shuffle your deck."
1030,1496,card_text,「死ごときで、我らの鼓動を止められるものか！」---　誕生の祈,「死ごときで、我らの鼓動を止められるものか！」---　誕生の祈,
1031,1497,card_text,ビーストフォーク,ビーストフォーク,Beast Folk
1032,1498,card_text,強欲の開拓,Accelerated Development,Dance of the Sproutlings
1033,1499,card_text,＊種族を1つ選ぶ。その種族のクリーチャーを自分の手札から好きな枚数選び、自分のマナゾーンに置いてもよい。,＊種族を1つ選ぶ。その種族のクリーチャーを自分の手札から好きな枚数選び、自分のマナゾーンに置いてもよい。,■ Choose a race. You may put any number of creatures of that race from your hand into your mana zone.
1034,1500,card_text,戦う前に、耕しやがれ。,戦う前に、耕しやがれ。,
1035,1501,card_text,光器ペトローバ,"Petrova, the Channeler of Light","Petrova, Channeler of Suns"
1036,1502,card_text,"＊このクリーチャーがバトルゾーンに出たとき、メカ・デル・ソル以外の種族を1つ選ぶ。バトルゾーンにある、その種族のクリーチャーのパワーは+4000される。
＊このクリーチャーがバトルゾーンにある間、相手がクリーチャーを選ぶとき、光器ペトローバを選ぶことはできない","＊このクリーチャーがバトルゾーンに出たとき、メカ・デル・ソル以外の種族を1つ選ぶ。バトルゾーンにある、その種族のクリーチャーのパワーは+4000される。
＊このクリーチャーがバトルゾーンにある間、相手がクリーチャーを選ぶとき、光器ペトローバを選ぶことはできない","■ When you put this creature into the battle zone, choose a race other than Mecha Del Sol. Each creature of that race gets +4000 power.
■ Whenever your opponent would choose a creature in the battle zone, he can't choose this one. (It can still be attacked and blocked.)"
1037,1503,card_text,高まる龍の鼓動に呼応し、天敵たる光器の力も強さを増した。,高まる龍の鼓動に呼応し、天敵たる光器の力も強さを増した。,
1038,1504,card_text,メカ・デル・ソル,メカ・デル・ソル,Mecha Del Sol
1039,1505,card_text,アクア・マスター,Aqua Master,Aqua Master
1040,1506,card_text,＊このクリーチャーが相手プレイヤーを攻撃してブロックされなかったとき、相手のシールドを１枚選び、表向きにしてプレイする。,＊このクリーチャーが相手プレイヤーを攻撃してブロックされなかったとき、相手のシールドを１枚選び、表向きにしてプレイする。,"■ Whenever this creature is attacking your opponent and isn't blocked, choose one of your opponent's shields and turn it face up. (It stays face up while it's in the shield zone.)"
1041,1507,card_text,「己の弱さが敗北させるのだよ！」---アクア・マスター,「己の弱さが敗北させるのだよ！」---アクア・マスター,
1042,1508,card_text,リキッド・ピープル,リキッド・ピープル,Liquid People
1043,1509,card_text,呪縛の剣豪バロスト,"Ballost, Arcane Swordmaster","Stallob, the Lifequasher"
1044,1510,card_text,"＊Ｗ・ブレイカー（シールドを攻撃したとき、このクリーチャーはシールドを2枚ブレイクする）
＊このクリーチャーがバトルゾーンから自分の墓地に置かれたとき、バトルゾーンにあるクリーチャーをすべて持ち主の墓地に置く。","＊Ｗ・ブレイカー（シールドを攻撃したとき、このクリーチャーはシールドを2枚ブレイクする）
＊このクリーチャーがバトルゾーンから自分の墓地に置かれたとき、バトルゾーンにあるクリーチャーをすべて持ち主の墓地に置く。","■ Double breaker (This creature breaks 2 shields.)
■ When this creature is destroyed, destroy all creatures."
1045,1511,card_text,死の千年後、バロムが蘇る。,死の千年後、バロムが蘇る。,
1046,1512,card_text,デーモン・コマンド,デーモン・コマンド,Demon Command
1047,1513,card_text,紅神龍オグリストヴァル,Red Celestial Dragon Ogrist Vhal,Magmadragon Ogrist Vhal
1048,1514,card_text,"＊このクリーチャーがバトルゾーンにある間、このクリーチャーのパワーは、自分の手札１枚につき+3000される。
＊このクリーチャーは、パワーが6000以上のとき、「Ｗ・ブレイカー」を得る。
＊このクリーチャーは、パワーが15000以上のとき、「T・ブレイカー」を得る。","＊このクリーチャーがバトルゾーンにある間、このクリーチャーのパワーは、自分の手札１枚につき+3000される。
＊このクリーチャーは、パワーが6000以上のとき、「Ｗ・ブレイカー」を得る。
＊このクリーチャーは、パワーが15000以上のとき、「T・ブレイカー」を得る。","■ This creature gets +3000 power for each card in your hand. (A creature that has power 0 or less is destroyed.)
■ While this creature has power 6000 or more, it has ""Double breaker (This creature breaks 2 shields).""
■ While this creature has power 15000 or more, it has ""Triple breaker (This creature breaks 3 shields)"" instead of ""double breaker."""
1049,1515,card_text,ボルケーノ・ドラゴン,ボルケーノ・ドラゴン,Volcano Dragon
1050,1516,card_text,驚天の超人,Amazing Giant,Stratosphere Giant
1051,1517,card_text,"＊このクリーチャーがバトルゾーンに出たとき、相手は自分自身の手札からクリーチャーを２体まで選び、バトルゾーンに出してもよい。
＊T・ブレイカー（シールドを攻撃したとき、このクリーチャーはシールドを3枚ブレイクする）","＊このクリーチャーがバトルゾーンに出たとき、相手は自分自身の手札からクリーチャーを２体まで選び、バトルゾーンに出してもよい。
＊T・ブレイカー（シールドを攻撃したとき、このクリーチャーはシールドを3枚ブレイクする）","■ When you put this creature into the battle zone, your opponent chooses up to 2 creatures in his hand and puts them into the battle zone.
■ Triple breaker (This creature breaks 3 shields.)"
1052,1518,card_text,伸ばした腕は国をも超え、遥か彼方の龍を撃つ！,伸ばした腕は国をも超え、遥か彼方の龍を撃つ！,
1053,1519,card_text,ジャイアント,ジャイアント,Giant
1054,1520,card_text,雷珠の求道者ラ・バルザ,"La Balza, Seeker of the Thunder Pearl","Balza, Seeker of Hyperpearls"
1055,1521,card_text,"{B}ブロッカー
{ST}S・トリガー
＊このクリーチャーは、相手プレイヤーを攻撃できない。","{B} Blocker
{ST} Shield trigger
*This creature can't attack players.","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack players."
1056,1522,card_text,突如世界に出現したスピリット・クォーツの群れ。友とも敵とも知れぬ強大な戦力は、各地に混乱をもたらした。,"Appearing suddenly, the Spirit Quartz created chaos in all realms, for who could tell whether they were friend or foe?","Appearing suddenly, the Spirit Quartz threw every land into chaos. No one could tell whether this mighty force was friend or foe."
1057,1523,card_text,メカサンダー,メカサンダー,Mecha Thunder
1058,1524,card_text,光器リュドミーラ,"Ryudmila, the channer of the light","Ryudmila, Channeler of Suns"
1059,1525,card_text,"＊このクリーチャーのパワーは、バトルゾーンにある自分の他のタップされていないクリーチャー１体につき+2000される。
＊このクリーチャーが破壊される時、墓地に置くかわりに自分の山札に戻す。その後、山札をシャッフルする。","*This creature gets +2000 power for each of your other untapped creatures in the battle zone.
*When this creature would be destroyed, shuffle it into your deck instead.","■ This creature gets +2000 power for each of your other untapped creatures in the battle zone.
■ When this creature would be destroyed, shuffle it into your deck instead."
1060,1526,card_text,メカ・デル・ソル,メカ・デル・ソル,Mecha Del Sol
1061,1527,card_text,キング・オクアノス,King Oquanos,King Oquanos
1062,1528,card_text,"＊このクリーチャーのパワーは、相手のマナゾーンでタップされているカード１枚につき+2000される。
＊このクリーチャーは、パワーが6000以上の時、「Ｗ・ブレイカー」を得る。","*This creature gets +2000 power for each tapped card in your opponent's mana zone.
*While this creature has power 6000 or more, it has ""Double breaker (This creature breaks 2 shields).""","■ This creature gets +2000 power for each tapped card in your opponent's mana zone.
■ While this creature has power 6000 or more, it has ""Double breaker (This creature breaks 2 shields)."""
1063,1529,card_text,マーフォークは、リヴァイアサンを恐れ、憎み、そして敬う。,"The merfolk fear, despise, and respect the leviathans.",
1064,1530,card_text,リヴァイアサン,リヴァイアサン,Leviathan
1065,1531,card_text,災厄秘宝ゲジラ,"Gejila, the Hidden Horror","Kejila, the Hidden Horror"
1066,1532,card_text,"＊W・ブレイカー
＊サイレントスキル（自分のターンのはじめに、このクリーチャーがタップされていたら、アンタップするかわりに次のi 能力を使ってもよい）
i このクリーチャーは、相手のシールドを2枚ブレイクする。","*Double breaker
*Silent Skill (At the start of your turn, if this creature is tapped, you may keep it tapped and use its i ability.)
i This creature breaks 2 of your opponent's shields.","■ Double breaker (This creature breaks 2 shields.)
■ Silent skill (At the start of each of your turns, if this creature is tapped, you may keep it tapped and use its silent skill ability.)
  This creature breaks 2 of your opponent's shields."
1067,1533,card_text,パンドラボックス,パンドラボックス,Pandora's Box
1068,1534,card_text,冥府の覇者ガジラビュート,"Gajirabute, Dark Emperor ","Gajirabute, Vile Centurion"
1069,1535,card_text,＊このクリーチャーをバトルゾーンに出した時、相手のシールドを1枚選び、持ち主の墓地に置く。（その「Ｓ・トリガー」は使えない）,"*When you put this creature into the battle zone, choose one of your opponent's shields and put it into his graveyard. (If that shield has a ""shield trigger,"" it doesn't work.)","■ When you put this creature into the battle zone, choose one of your opponent's shields and put it into his graveyard."
1070,1536,card_text,漆黒の巨体から吹き出る瘴気が、精霊すら怯ませる。,The vile miasma emanating from its ebon body is enough to make even the elementals quail.,
1071,1537,card_text,デーモン・コマンド,デーモン・コマンド,Demon Command
1072,1538,card_text,ガウレザル・ドラゴン,Gaulezal Dragon,Gaulezal Dragon
1073,1539,card_text,＊W・ブレイカー（このクリーチャーはシールドを2枚ブレイクする）,*Double breaker (This creature breaks 2 shields.),■ Double breaker (This creature breaks 2 shields.)
1074,1540,card_text,余りに長く繰り返した砲撃も、龍から命を失わせる事はできなかった。,"When the smoke cleared, the attackers despaired when they saw their barrage had destroyed everything--except the dragon.",
1075,1541,card_text,アーマード・ドラゴン,アーマード・ドラゴン,Armored Dragon
1076,1542,card_text,天動の化身,Carnival Totem,Carnival Totem
1077,1543,card_text,"＊W・ブレイカー（このクリーチャーはシールドを2枚ブレイクする）
＊このクリーチャーをバトルゾーンに出した時、自分のマナゾーンにあるカードをすべて自分の手札に戻し、同時に、自分の手札をすべて自分のマナゾーンにタップして置く。","*Double breaker (This creature breaks 2 shields.)
*When you put this creature into the battle zone, put all cards from your mana zone into your hand and, at the same time, put all cards from your hand into your mana zone tapped.","■ Double breaker (This creature breaks 2 shields.)
■ When you put this creature into the battle zone, put all the cards from your mana zone into your hand and, at the same time, put all the cards from your hand into your mana zone tapped."
1078,1544,card_text,ミステリー・トーテム,ミステリー・トーテム,Mystery Totem
1079,1545,card_text,覚醒のタンザナイト,"Tanzanite, the Awakener","Tanzanyte, the Awakener"
1080,1546,card_text,"＊マナゾーンに置く時、このカードはタップして置く。
＊W・ブレイカー
＊このクリーチャーで攻撃するかわりに、タップして次のt能力を使ってもよい。
t自分の墓地からクリーチャーを1体選ぶ。そのクリーチャーと同じ名前のクリーチャーをすべて、自分の墓地から自分の手札に戻す。","*(This creature is put into your mana zone tapped.)
*Double breaker
*Instead of having this creature attack, you may tap it to use its t ability.
t Choose a creature in your graveyard. Then return all creatures that have that name from your graveyard to your hand.","■ (This creature is put into your mana zone tapped.)
■ Double breaker (This creature breaks 2 shields.)
■ Instead of having this creature attack, you may tap it to use its tap ability.
 Choose a creature in your graveyard. Return all creatures that have that name from your graveyard to your hand."
1081,1547,card_text,スピリット・クォーツ,スピリット・クォーツ,Spirit Quartz
1082,1548,card_text,無双竜機ボルバルザーク,Super dragon machine Bolbalzark,"Bombazar, Dragon of Destiny"
1083,1549,card_text,"＊マナゾーンに置く時、このカードはタップして置く。
＊このクリーチャーをバトルゾーンに出した時、他のパワー6000のクリーチャーをすべて破壊する。その後、このターンの後にもう一度自分のターンを行う。そのターンの終わりに、自分はゲームに負ける。
＊スピードアタッカー(このクリーチャーは召喚酔いしない）
＊W・ブレイカー","*(This creature is put into your mana zone tapped.)
*When you put this creature into the battle zone, destroy all other creatures that have power 6000. Then take an extra turn after this one. You lose the game at the end of that turn.
*Speed attacker
*Double breaker","■ (This creature is put into your mana zone tapped.)
■ When you put this creature into the battle zone, destroy all other creatures that have 6000 power. Take an extra turn after this one. You lose the game at the end of that turn.
■ Speed attacker (This creature doesn't get summoning sickness.)
■ Double breaker (This creature breaks 2 shields.)"
1084,1550,card_text,アーマード・ドラゴン/アース・ドラゴン,アーマード・ドラゴン/アース・ドラゴン,Armored Dragon
1085,1551,card_text,霊光の化身,Spiritual Totem,Techno Totem
1086,1552,card_text,"＊マナゾーンに置く時、このカードはタップして置く。
＊このクリーチャーがタップされている間、自分の他のクリーチャーは「パワーアタッカー+1500」を得る。
＊このクリーチャーで攻撃するかわりに、タップして次の t 能力を使ってもよい。
tバトルゾーンにある相手のクリーチャーを1体タップする。","*(This creature is put into your mana zone tapped.)
*While this creature is tapped, each of your other creatures gets ""power attacker +1500.""
*Instead of having this creature attack, you may tap it to use its t ability.
t Tap one of your opponent's creatures in the battle zone.","■ (This creature is put into your mana zone tapped.)
■ While this creature is tapped, each of your other creatures has ""power attacker +1500."" (While attacking, a creature that has ""power attacker +1500"" gets +1500 power.)
■ Instead of having this creature attack, you may tap it to use its tap ability.
 Choose one of your opponent's creatures in the battle zone and tap it."
1087,1553,card_text,ミステリー・トーテム,ミステリー・トーテム,Mystery Totem
1088,1554,card_text,聖天使グライス・メジキューラ,"Glais Mejicula, Radiant Angel","Glais Mejicula, the Extreme"
1089,1555,card_text,"＊進化-自分のイニシエート1体の上に置く。
＊自分のシールドがブレイクされる時、自分の手札を２枚捨ててもよい。そうした場合、そのシールドはブレイクされない。","*Evolution-Put on one of your Initiates.
*Whenever one of your shields would be broken, you may discard 2 cards from your hand. If you do, the shield isn't broken.","■ Evolution-Put on one of your Initiates.
■ Whenever one of your shields would be broken, you may discard 2 cards from your hand instead."
1090,1556,card_text,全てが消滅したはずの空間で、聖天使を中心としたフィールドは無傷のままだった。,"Amidst the devastation, the angels' energy field remained, as perfect as it ever had been.",
1091,1557,card_text,イニシエート,イニシエート,Initiate
1092,1558,card_text,粛清者ポルタレスタ,"Poltalester, the Purifier","Poltalester, the Spydroid"
1093,1559,card_text,"{B}ブロッカー
{ST}S・トリガー
＊このクリーチャーは、相手プレイヤーを攻撃できない。","{B} Blocker
{ST} Shield trigger
*This creature can't attack players.","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack players."
1094,1560,card_text,雲間に張り巡らされた蜘蛛の網。獲物は、ただ静かに忍び寄る粛清者の足音を聞いていた。,"Like spiders, the purifiers spin webs of light through the sky. Those caught in them can do nothing but await the purifiers' arrival.",A spider's web stretched across the clouds. Its prey could only listen to the quiet footsteps of the approaching Purifier.
1095,1561,card_text,ソルトルーパー,ソルトルーパー,Soltrooper
1096,1562,card_text,粛清者アイザク,"Izak, the Purifier","Ikaz, the Spydroid"
1097,1563,card_text,"{B}ブロッカー
＊このクリーチャーは、相手プレイヤーを攻撃できない。　
＊このクリーチャーがブロックする時、バトルゾーンにある自分のクリーチャーを１体選んでもよい。このクリーチャーのバトルの後、選んだクリーチャーをアンタップする。","{B} Blocker
*This creature can't attack players.
*Whenever this creature blocks, choose one of your creatures in the battle zone. Untap it after this creature battles.","■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ Whenever this creature blocks, choose one of your creatures in the battle zone. Untap it after the battle.
■ This creature can't attack players."
1098,1564,card_text,シルヴァー・グローリーの声が聖堂に響き渡ると、差し込んだ光は集結し粛清の剣と変わった。,"Silver Glory's voice echoes in the chatedral, and the light coming in through the windows became the swords of purifier.","When Silver Glory's voice echoed through the cathedral, the streaming light gathered and became the sword of purification."
1099,1565,card_text,ソルトルーパー,ソルトルーパー,Soltrooper
1100,1566,card_text,曙の守護者パラ・オーレシス,"Palla Ohlesis, Guardian of the Morning","Pala Olesis, Morning Guardian"
1101,1567,card_text,"{B}ブロッカー
＊このクリーチャーは、相手プレイヤーを攻撃できない。
＊相手のターン中、自分の他のクリーチャーのパワーは+2000される。","{B} Blocker
*This creature can't attack players.
*During your opponent's turn, each of your other creatures gets +2000 power.","■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ During your opponent's turn, each of your other creatures gets +2000 power.
■ This creature can't attack players."
1102,1568,card_text,「ジェスにボコられたの初めてだよ！」- 小さな勇者ゲット,I don't think I've ever been beat up by Jess that bad before!　--Small Giant Get,
1103,1569,card_text,ガーディアン,ガーディアン,Guardian
1104,1570,card_text,緊急再誕,Rapid Reincarnation,Rapid Reincarnation
1105,1571,card_text,"{ST}S・トリガー　
＊自分のクリーチャーを１体破壊してもよい。そうした場合、自分のマナゾーンにあるカードの枚数とコストが同じかそれ以下のクリーチャーを１体、自分の手札から選び、バトルゾーンに出す。","{ST} Shield trigger (When this spell is put into your hand from your shield zone, you may cast it immediately for no cost.)
*You may destroy one of your creatures. If you do, choose a creature in your hand that costs the same as or less than the number of cards in your mana zone and put it into the battle zone.","■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ You may destroy one of your creatures. If you do, choose a creature in your hand that costs the same as or less than the number of cards in your mana zone and put it into the battle zone."
1106,1572,card_text,バトル・コロシアム,Battle Coliseum,Static Warp
1107,1573,card_text,＊各プレイヤーは、バトルゾーンにある自分自身のクリーチャーを１体ずつ選ぶ。その後、バトルゾーンにあるその他のクリーチャーをすべてタップする。,*Each player chooses one of his creatures in the battle zone. Tap the rest of the creatures in the battle zone.,■ Each player chooses one of his creatures in the battle zone. Tap the rest of the creatures in the battle zone.
1108,1574,card_text,デュエルだ！,Let's duel!,
1109,1575,card_text,クリスタル・ブレイダー,Crystal Blader,Crystal Spinslicer
1110,1576,card_text,"{B}ブロッカー（相手クリーチャーが攻撃する時、このクリーチャーをタップして、その攻撃を阻止してもよい。その後、その相手クリーチャーとバトルする）　　
＊進化－自分のリキッド・ピープル１体の上に置く。","{B} Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
*Evolution-Put on one of your Liquid People.","■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ Evolution-Put on one of your Liquid People."
1111,1577,card_text,クリスタルの盾よ、古の契約より汝を解放する！,"Crystal shield, I release thee from thine ancient compact!",
1112,1578,card_text,リキッド・ピープル,リキッド・ピープル,Liquid People
1113,1579,card_text,サイレント・マジシャン,Silent Magician,Mystic Magician
1114,1580,card_text,"＊自分の「サイレントスキル」を持つクリーチャーは、タップしてバトルゾーンに置かれる。　
＊自分の「サイレントスキル」を持つクリーチャーが破壊される時、墓地に置くかわりに自分の手札に戻す。","*Your creatures that have ""silent skill"" are put into the battle zone tapped.
*Whenever one of your creatures that has ""silent skill"" would be destroyed, put it into your hand instead.","■ Your creatures that have ""silent skill"" are put into the battle zone tapped.
■ Whenever one of your creatures that has ""silent skill"" would be destroyed, put it into your hand instead."
1115,1581,card_text,「お主等の秘められた力、見せてみよ！」－サイレント・マジシャン,Now has the time come for you all to show me your inner strength!　--Silent Magician,
1116,1582,card_text,マーフォーク,マーフォーク,Merfolk
1117,1583,card_text,パルタン,Paltan,Zaltan
1118,1584,card_text,＊自分のサイバー・ウイルスをバトルゾーンに出した時、自分の手札を２枚まで捨ててもよい。捨てたカード１枚につきクリーチャーを１体バトルゾーンから選び、持ち主の手札に戻す。,"*Whenever you put a Cyber Virus into the battle zone, you may discard up to 2 cards from your hand. For each card you discarded, choose a creature in the battle zone and return it to its owner's hand.","■ Whenever you put a Cyber Virus into the battle zone, you may discard up to 2 cards from your hand. For each card you discard, choose a creature in the battle zone and return it to its owner's hand."
1119,1585,card_text,月面から届いた報告書を読むと、サイバーロードは一人思索の遊泳に出た。,"Upon receiving the report from the moon's surface, the cyberlords immediately swam out on journeys of quiet introspection.",
1120,1586,card_text,サイバーロード,サイバーロード,Cyber Lord
1121,1587,card_text,トリック・クラッカー,Trick Cracker,Charge Whipper
1122,1588,card_text,"＊サイレントスキル（自分のターンのはじめに、このクリーチャーがタップされていたら、アンタップするかわりに次のi 能力を使ってもよい）
i 自分の手札を１枚選び、裏向きにして自分のシールドに加えてもよい。そうした場合、自分のシールドを１枚選び、自分の手札に加える。（その「Ｓ・トリガー」能力は使えない）","*Silent Skill (At the start of your turn, if this creature is tapped, you may keep it tapped and use its i ability.)
i You may add a card from your hand to your shields face down. If you do, choose one of your shields and put it into your hand. You can't use the ""shield trigger"" ability of that shield.","■ Silent skill (At the start of each of your turns, if this creature is tapped, you may keep it tapped and use its silent skill ability.)
  You may add a card from your hand to your shields face down. If you do, choose one of your shields and put it into your hand. You can't use the ""shield trigger"" ability of that shield."
1123,1589,card_text,サイバー・ウイルス,サイバー・ウイルス,Cyber Virus
